fullName,name,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,height,weight,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ot20,shutouts20,ties20,wins20,losses20,saves20,powerPlaySaves20,shortHandedSaves20,evenSaves20,shortHandedShots20,evenShots20,powerPlayShots20,savePercentage20,goalAgainstAverage20,gamesStarted20,shotsAgainst20,goalsAgainst20,powerPlaySavePercentage20,shortHandedSavePercentage20,evenStrengthSavePercentage20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ot19,shutouts19,ties19,wins19,losses19,saves19,powerPlaySaves19,shortHandedSaves19,evenSaves19,shortHandedShots19,evenShots19,powerPlayShots19,savePercentage19,goalAgainstAverage19,gamesStarted19,shotsAgainst19,goalsAgainst19,powerPlaySavePercentage19,shortHandedSavePercentage19,evenStrengthSavePercentage19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ot18,shutouts18,ties18,wins18,losses18,saves18,powerPlaySaves18,shortHandedSaves18,evenSaves18,shortHandedShots18,evenShots18,powerPlayShots18,savePercentage18,goalAgainstAverage18,gamesStarted18,shotsAgainst18,goalsAgainst18,powerPlaySavePercentage18,shortHandedSavePercentage18,evenStrengthSavePercentage18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,ot17,shutouts17,wins17,losses17,saves17,powerPlaySaves17,shortHandedSaves17,evenSaves17,shortHandedShots17,evenShots17,powerPlayShots17,savePercentage17,goalAgainstAverage17,gamesStarted17,shotsAgainst17,goalsAgainst17,powerPlaySavePercentage17,shortHandedSavePercentage17,evenStrengthSavePercentage17,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,ot16,shutouts16,wins16,losses16,saves16,powerPlaySaves16,shortHandedSaves16,evenSaves16,shortHandedShots16,evenShots16,powerPlayShots16,savePercentage16,goalAgainstAverage16,gamesStarted16,shotsAgainst16,goalsAgainst16,powerPlaySavePercentage16,shortHandedSavePercentage16,evenStrengthSavePercentage16,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,ot15,shutouts15,wins15,losses15,saves15,powerPlaySaves15,shortHandedSaves15,evenSaves15,shortHandedShots15,evenShots15,powerPlayShots15,savePercentage15,goalAgainstAverage15,gamesStarted15,shotsAgainst15,goalsAgainst15,powerPlaySavePercentage15,shortHandedSavePercentage15,evenStrengthSavePercentage15,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,ot14,shutouts14,wins14,losses14,saves14,powerPlaySaves14,shortHandedSaves14,evenSaves14,shortHandedShots14,evenShots14,powerPlayShots14,savePercentage14,goalAgainstAverage14,gamesStarted14,shotsAgainst14,goalsAgainst14,powerPlaySavePercentage14,shortHandedSavePercentage14,evenStrengthSavePercentage14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21
James Reimer,Goalie,1988-03-15,33,Morweena,MB,CAN,"6' 2""",220,False,False,False,L,Y,1378:01,0,0,0,0,25,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:07,0,0,0,2,3,0,14,6,651,109,13,529,15,574,123,0.914,2.656,24,712,61,88.6178861788618,86.66666666666667,92.1602787456446,1805:11,0,0,0,0,36,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,50:08,0,0,0,5,0,0,13,12,836,93,30,713,33,785,111,0.899892,3.091099,29,929,93,83.78378378378379,90.9090909090909,90.828025477707,2411:25,0,0,0,0,44,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:48,0,0,0,6,4,0,22,14,1253,213,25,1015,27,1110,236,0.9126,2.985797,42,1373,120,90.2542372881356,92.5925925925926,91.44144144144144,2324:35,0,0,0,0,43,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:03,0,0,0,5,3,18,16,1124,145,17,962,21,1035,166,0.919804,2.529486,39,1222,98,87.34939759036145,80.95238095238095,92.94685990338164,2290:27,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:15,0,0,0,7,3,17,14,1040,125,24,891,28,950,150,0.921986,2.305224,37,1128,88,83.33333333333334,85.71428571428571,93.78947368421052,1766:53,0,0,0,0,35,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,50:28,0,0,0,1,0,9,16,908,122,18,768,23,840,138,0.907093,3.158103,27,1001,93,88.40579710144928,78.26086956521739,91.42857142857143,1784:39,0,0,0,0,36,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,49:34,0,0,0,1,1,12,16,997,138,25,834,27,904,164,0.910502,3.294764,32,1095,98,84.14634146341463,92.5925925925926,92.2566371681416,0.0,0.0,5000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Petr Mrazek,Goalie,1992-02-14,29,Ostrava,Unknown,CZE,"6' 1""",190,False,False,False,L,Y,2320:59,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:01,0,0,0,2,3,0,21,16,987,150,23,814,25,893,173,0.905,2.6885,38,1091,104,86.70520231213872,92.0,91.15341545352743,2386:51,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:40,0,0,0,3,4,0,23,14,1009,123,31,855,36,920,148,0.913949,2.388085,40,1104,95,83.1081081081081,86.11111111111111,92.93478260869566,2096:42,0,0,0,0,39,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:45,0,0,0,6,4,0,14,13,974,117,23,834,26,912,142,0.901852,3.033338,33,1080,106,82.3943661971831,88.46153846153845,91.44736842105263,2857:31,0,0,0,0,50,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:09,0,0,0,9,1,18,21,1317,180,21,1116,26,1225,211,0.900821,3.044602,44,1462,145,85.30805687203792,80.76923076923077,91.10204081632654,2960:35,0,0,0,0,54,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:49,0,0,0,6,4,27,16,1333,202,31,1100,33,1184,231,0.92058,2.330622,49,1448,115,87.44588744588745,93.93939393939394,92.9054054054054,1585:02,0,0,0,0,29,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:39,0,0,0,2,3,16,9,705,141,16,548,19,589,160,0.917969,2.384808,26,768,63,88.125,84.21052631578947,93.0390492359932,448:38,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,49:50,0,0,0,0,2,2,4,165,20,7,138,7,151,20,0.926966,1.738614,6,178,13,100.0,100.0,91.3907284768212,0.0,0.0,0.0,0.0,0.0,3000000.0,3250000.0
Sergei Bobrovsky,Goalie,1988-09-20,32,Novokuznetsk,Unknown,RUS,"6' 2""",182,False,False,False,L,Y,2805:59,0,0,0,0,50,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:07,0,0,0,6,1,0,23,19,1354,190,48,1116,51,1236,218,0.9,3.2288,49,1505,151,87.1559633027523,94.11764705882352,90.29126213592234,3556:40,0,0,0,0,62,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:21,0,0,0,1,9,0,37,24,1603,145,50,1408,55,1538,163,0.91287,2.581068,61,1756,153,88.95705521472392,90.9090909090909,91.54746423927178,3911:34,0,0,0,0,65,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:10,0,0,0,6,5,0,37,22,1835,207,41,1587,46,1698,249,0.920723,2.423581,65,1993,158,83.13253012048193,89.13043478260869,93.46289752650176,3707:04,0,0,0,0,63,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:50,0,0,0,5,7,41,17,1727,236,35,1456,36,1553,265,0.931499,2.055534,63,1854,127,89.05660377358491,97.22222222222221,93.75402446877013,2116:21,0,0,0,0,37,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:11,0,0,0,1,1,15,19,952,150,26,776,29,847,173,0.907531,2.750018,37,1049,97,86.70520231213872,89.65517241379311,91.61747343565526,2994:26,0,0,0,0,51,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:42,0,0,0,3,2,30,17,1498,275,34,1189,36,1285,311,0.917892,2.684982,49,1632,134,88.42443729903538,94.44444444444444,92.52918287937743,3299:26,0,0,0,0,58,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:53,0,0,0,5,5,32,20,1568,271,26,1271,33,1365,301,0.922896,2.382227,58,1699,131,90.03322259136213,78.78787878787878,93.11355311355311,0.0,0.0,0.0,0.0,0.0,11500000.0,12000000.0
Spencer Knight,Goalie,2001-04-19,20,Darien,CT,USA,"6' 3""",192,False,False,True,L,Y,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293456.0
Curtis McElhinney,Goalie,1983-05-23,38,London,ON,CAN,"6' 1""",210,False,False,False,L,Y,1080:56,0,0,0,0,18,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:03,0,0,0,3,1,0,8,7,499,80,16,403,18,441,92,0.906,2.8864,18,551,52,86.95652173913044,88.88888888888889,91.38321995464852,1977:31,0,0,0,0,33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:55,0,0,0,2,2,0,20,11,883,99,32,752,34,820,114,0.91219,2.578992,33,968,85,86.8421052631579,94.11764705882352,91.70731707317074,979:07,0,0,0,0,18,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:23,0,0,0,1,3,0,11,5,493,78,9,406,10,428,90,0.933712,2.14479,15,528,35,86.66666666666667,90.0,94.85981308411215,1134:39,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:01,0,0,0,2,1,8,8,565,83,7,475,8,512,96,0.917208,2.696867,15,616,51,86.45833333333334,87.5,92.7734375,835:26,0,0,0,0,18,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,46:24,0,0,0,3,0,2,7,371,71,7,293,8,330,79,0.889688,3.303675,12,417,46,89.87341772151899,87.5,88.7878787878788,1710:01,0,0,0,0,32,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:26,0,0,0,2,0,12,14,867,156,8,703,9,767,173,0.913593,2.877165,28,949,82,90.17341040462428,88.88888888888889,91.65580182529335,1423:09,0,0,0,0,28,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,50:49,0,0,0,1,2,10,11,639,109,19,511,19,559,125,0.908962,2.69824,21,703,64,87.2,100.0,91.41323792486583,0.0,0.0,0.0,0.0,0.0,1300000.0,1300000.0
Craig Anderson,Goalie,1981-05-21,40,Park Ridge,IL,USA,"6' 2""",186,False,False,False,L,Y,1845:11,0,0,0,0,34,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:16,0,0,0,2,0,0,11,17,918,134,26,758,29,830,159,0.902,3.2517,31,1018,100,84.27672955974843,89.65517241379311,91.32530120481928,2785:11,0,0,0,0,50,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:42,0,0,0,4,2,0,17,27,1513,201,42,1270,45,1403,228,0.902745,3.511439,47,1676,163,88.1578947368421,93.33333333333333,90.52031361368496,3250:32,0,0,0,0,58,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:02,0,0,0,6,2,0,23,25,1588,211,49,1328,53,1473,242,0.89819,3.322532,55,1768,180,87.19008264462809,92.45283018867924,90.15614392396469,2421:14,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:31,0,0,0,4,5,25,11,1155,140,26,989,29,1051,167,0.926223,2.27983,40,1247,92,83.8323353293413,89.65517241379311,94.10085632730733,3477:08,0,0,0,0,60,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:57,0,0,0,5,4,31,23,1754,244,30,1480,31,1601,283,0.915927,2.778151,60,1915,161,86.21908127208481,96.7741935483871,92.4422236102436,2092:31,0,0,0,0,35,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:47,0,0,0,8,3,14,13,1047,163,32,852,34,916,184,0.92328,2.494604,35,1134,87,88.58695652173914,94.11764705882352,93.01310043668121,2999:44,0,0,0,0,53,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:35,0,0,0,8,4,25,16,1530,223,44,1263,50,1365,265,0.910714,3.000267,52,1680,150,84.15094339622642,88.0,92.52747252747253,0.0,0.0,0.0,0.0,0.0,0.0,187054.0
Malcolm Subban,Goalie,1993-12-21,27,Toronto,ON,CAN,"6' 2""",215,False,False,False,L,Y,1134:15,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:00,0,0,0,3,0,0,9,7,486,71,14,401,15,447,84,0.89,3.1739,19,546,60,84.52380952380952,93.33333333333333,89.70917225950782,1226:47,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:25,0,0,0,2,1,0,8,10,552,60,14,478,14,524,74,0.901961,2.934504,20,612,60,81.08108108108108,100.0,91.22137404580153,1230:11,0,0,0,0,22,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:55,0,0,0,2,0,0,13,4,559,78,17,464,18,507,89,0.910423,2.682527,19,614,55,87.64044943820225,94.44444444444444,91.51873767258382,30:36,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,30:36,0,0,0,0,0,0,1,13,1,0,12,0,14,2,0.8125,5.882353,1,16,3,50.0,0.0,85.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,31:15,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,31:15,0,0,0,0,0,0,1,3,0,0,3,0,6,0,0.5,5.76,1,6,3,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0
Kevin Lankinen,Goalie,1995-04-28,26,Helsinki,Unknown,FIN,"6' 2""",185,False,False,True,L,Y,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704794.0
Thomas Greiss,Goalie,1986-01-29,35,Fussen,Unknown,DEU,"6' 2""",232,False,False,False,L,Y,1595:56,0,0,0,0,31,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,51:28,0,0,0,4,0,0,16,9,765,74,13,678,14,737,87,0.913,2.7445,29,838,73,85.0574712643678,92.85714285714286,91.99457259158751,2293:42,0,0,0,0,43,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:20,0,0,0,2,5,0,23,14,1098,145,31,922,32,984,169,0.926582,2.275799,39,1185,87,85.79881656804734,96.875,93.69918699186992,1491:45,0,0,0,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:15,0,0,0,2,1,0,13,8,784,99,22,663,25,735,119,0.891923,3.821016,25,879,95,83.19327731092437,88.0,90.20408163265307,2813:17,0,0,0,0,51,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:09,0,0,0,5,3,26,18,1327,153,29,1145,34,1245,174,0.913283,2.687252,49,1453,126,87.93103448275862,85.29411764705883,91.96787148594377,2287:28,0,0,0,0,41,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:47,0,0,0,4,1,23,11,1107,154,21,932,24,999,174,0.924812,2.36069,38,1197,90,88.50574712643679,87.5,93.29329329329329,1159:22,0,0,0,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:58,0,0,0,3,0,9,6,496,109,12,375,14,412,120,0.908425,2.58762,18,546,50,90.83333333333333,85.71428571428571,91.01941747572816,1312:20,0,0,0,0,25,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,52:29,0,0,0,5,2,10,8,576,66,20,490,24,526,76,0.920128,2.286005,20,626,50,86.8421052631579,83.33333333333334,93.15589353612167,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0
Jonathan Bernier,Goalie,1988-08-07,32,Laval,QC,CAN,"6' 0""",185,False,False,False,L,Y,2565:56,0,0,0,0,46,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:46,0,0,0,3,1,0,15,22,1227,194,42,991,49,1079,225,0.907,2.9463,41,1353,126,86.22222222222223,85.71428571428571,91.84430027803522,1859:54,0,0,0,0,35,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:08,0,0,0,5,1,0,9,18,927,116,21,790,22,874,129,0.90439,3.16146,30,1025,98,89.92248062015504,95.45454545454545,90.38901601830663,2001:23,0,0,0,0,37,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:05,0,0,0,3,2,0,19,13,997,178,21,798,27,865,200,0.913004,2.84803,34,1092,95,89.0,77.77777777777779,92.25433526011561,1993:11,0,0,0,0,39,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,51:06,0,0,0,4,2,21,7,899,163,14,722,17,782,183,0.915479,2.498516,33,982,83,89.07103825136612,82.35294117647058,92.32736572890026,2146:46,0,0,0,0,38,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:29,0,0,0,3,3,12,21,1011,134,23,854,27,938,149,0.90754,2.878748,36,1114,103,89.93288590604027,85.18518518518519,91.04477611940298,3177:09,0,0,0,0,58,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:46,0,0,0,7,2,21,28,1583,245,63,1275,70,1384,281,0.912392,2.870497,55,1735,152,87.18861209964413,90.0,92.12427745664739,3083:34,0,0,0,0,55,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:03,0,0,0,7,1,26,19,1649,238,47,1364,55,1462,270,0.922776,2.685202,49,1787,138,88.14814814814815,85.45454545454545,93.296853625171,0.0,0.0,0.0,0.0,3250000.0,3250000.0,2500000.0
Pekka Rinne,Goalie,1982-11-03,38,Kempele,Unknown,FIN,"6' 5""",217,False,False,False,L,Y,1987:46,0,0,0,0,36,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:12,0,0,0,4,3,0,18,14,899,110,19,770,23,840,141,0.895,3.1694,35,1004,105,78.01418439716312,82.6086956521739,91.66666666666666,3219:44,0,0,0,0,56,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:29,0,0,0,4,4,0,30,19,1451,180,50,1221,56,1316,209,0.917774,2.422561,55,1581,130,86.1244019138756,89.28571428571429,92.78115501519757,3475:27,0,0,0,0,59,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:54,0,0,0,4,8,0,42,13,1706,262,55,1389,58,1480,302,0.927174,2.313369,59,1840,134,86.75496688741721,94.82758620689656,93.85135135135135,3567:47,0,0,0,0,61,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:29,0,0,0,9,3,31,19,1613,221,36,1356,40,1462,255,0.918042,2.421672,61,1757,144,86.66666666666667,90.0,92.74965800273598,3895:22,0,0,0,0,66,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:01,0,0,0,10,4,34,21,1583,225,36,1322,37,1443,264,0.907683,2.479869,66,1744,161,85.22727272727273,97.2972972972973,91.61469161469161,3850:47,0,0,0,0,64,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:10,0,0,0,6,4,41,17,1667,200,39,1428,43,1532,232,0.922524,2.181374,64,1807,140,86.20689655172413,90.69767441860465,93.21148825065274,1366:49,0,0,0,0,24,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:57,0,0,0,3,2,10,10,582,81,11,490,11,544,90,0.902326,2.76555,24,645,63,90.0,100.0,90.07352941176471,0.0,0.0,0.0,0.0,0.0,6000000.0,4000000.0
