,index,fullName,id,link,jerseyNumber,code,name,type,abbreviation,Team_Number,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,ot22,shutouts22,ties22,wins22,losses22,saves22,powerPlaySaves22,shortHandedSaves22,evenSaves22,shortHandedShots22,evenShots22,powerPlayShots22,savePercentage22,goalAgainstAverage22,gamesStarted22,shotsAgainst22,goalsAgainst22,powerPlaySavePercentage22,shortHandedSavePercentage22,evenStrengthSavePercentage22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,ot21,shutouts21,ties21,wins21,losses21,saves21,powerPlaySaves21,shortHandedSaves21,evenSaves21,shortHandedShots21,evenShots21,powerPlayShots21,savePercentage21,goalAgainstAverage21,gamesStarted21,shotsAgainst21,goalsAgainst21,powerPlaySavePercentage21,shortHandedSavePercentage21,evenStrengthSavePercentage21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ties20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ties19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ties18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,Salary_2014-15,Salary_2015-16,Salary_2016-17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary_2021-22
223,474,Nick Leddy,8475181,/api/v1/people/8475181,2.0,D,Defenseman,Defenseman,D,17,1991-03-20,30,Eden Prairie,MN,USA,USA,"6' 0""",207,True,False,False,False,L,Y,1606:04,21.0,3.0,22.0,71.0,75.0,37.0,0.0,6.0,136:44,1442:51,22.0,0.0,4.2,0.0,0.0,0.0,0.0,26:29,67.0,-30.0,24.0,1866.0,21:24,19:14,00:21,01:49,,,,,,,,,,,,,,,,,,,,,1209:03,29.0,2.0,8.0,79.0,56.0,58.0,1.0,11.0,121:38,1069:51,8.0,0.0,2.5,1.0,1.0,0.0,0.0,17:34,54.0,-3.0,31.0,1423.0,21:35,19:06,00:18,02:10,,,,,,,,,,,,,,,,,,,,,1266:44,18.0,3.0,14.0,72.0,60.0,62.0,1.0,4.0,70:14,1146:57,14.0,0.0,4.2,0.0,0.0,0.0,0.0,49:33,72.0,-1.0,21.0,1525.0,21:06,19:06,00:49,01:10,,1767:06,22.0,4.0,18.0,116.0,82.0,77.0,0.0,10.0,228:57,1505:46,18.0,0.0,3.45,0.0,0.0,0.0,0.0,32:23,89.0,0.0,26.0,2133.0,21:33,18:21,00:23,02:47,,1793:41,32.0,10.0,20.0,153.0,80.0,95.0,4.0,14.0,261:25,1477:24,20.0,0.0,6.54,1.0,1.0,0.0,0.0,54:52,104.0,-42.0,42.0,1966.0,22:25,18:28,00:41,03:16,,1840:10,35.0,11.0,12.0,137.0,81.0,77.0,3.0,15.0,255:00,1521:40,12.0,0.0,8.03,1.0,0.0,0.0,0.0,63:30,109.0,-3.0,46.0,1912.0,22:43,18:47,00:47,03:08,1832:09,35.0,5.0,25.0,121.0,81.0,83.0,3.0,19.0,222:37,1572:26,25.0,0.0,4.13,1.0,0.0,0.0,0.0,37:06,87.0,-9.0,40.0,1981.0,22:37,19:24,00:27,02:44,1588:13,27.0,10.0,14.0,120.0,78.0,73.0,1.0,12.0,190:11,1345:16,14.0,0.0,8.33,1.0,0.0,0.0,1.0,52:46,90.0,18.0,37.0,1832.0,20:21,17:14,00:40,02:26,1342:22,24.0,7.0,10.0,123.0,82.0,52.0,4.0,10.0,164:43,1174:52,10.0,0.0,5.69,1.0,0.0,0.0,0.0,02:47,45.0,10.0,31.0,1719.0,16:22,14:19,00:02,02:00,0.0,4000000.0,4500000.0,5000000.0,5500000.0,6000000.0,6500000.0,1365000.0
224,475,Vladislav Namestnikov,8476480,/api/v1/people/8476480,92.0,C,Center,Forward,C,17,1992-11-22,28,Zhukovskiy,,RUS,RUS,"6' 0""",183,True,False,False,False,L,Y,1098:42,14.0,16.0,45.0,91.0,75.0,62.0,0.0,1.0,32:29,961:23,45.0,45.61,17.6,1.0,0.0,1.0,1.0,104:50,39.0,2.0,30.0,1467.0,14:38,12:49,01:23,00:25,,,,,,,,,,,,,,,,,,,,,857:39,9.0,8.0,24.0,87.0,53.0,71.0,0.0,0.0,44:57,722:54,24.0,39.13,9.2,0.0,0.0,0.0,0.0,89:48,35.0,-5.0,17.0,1097.0,16:10,13:38,01:41,00:50,,,,,,,,,,,,,,,,,,,,,978:47,14.0,17.0,45.0,98.0,65.0,108.0,2.0,4.0,99:21,765:59,45.0,46.8,17.3,2.0,0.0,4.0,6.0,113:27,47.0,-5.0,31.0,1411.0,15:03,11:47,01:44,01:31,,1231:48,20.0,11.0,44.0,119.0,78.0,140.0,1.0,3.0,108:30,995:01,44.0,40.74,9.24,3.0,0.0,2.0,5.0,128:17,62.0,-7.0,31.0,1651.0,15:47,12:45,01:38,01:23,,1384:06,26.0,22.0,45.0,155.0,81.0,79.0,9.0,16.0,246:33,1131:30,45.0,45.82,14.19,2.0,0.0,0.0,0.0,06:03,44.0,6.0,48.0,1718.0,17:05,13:58,00:04,03:02,,1094:05,18.0,10.0,31.0,114.0,74.0,72.0,3.0,6.0,154:44,917:19,31.0,43.54,8.77,0.0,0.0,0.0,1.0,22:02,31.0,-4.0,28.0,1398.0,14:47,12:23,00:17,02:05,1129:16,21.0,14.0,45.0,106.0,80.0,49.0,1.0,4.0,144:23,982:54,45.0,44.75,13.21,2.0,2.0,0.0,0.0,01:59,33.0,17.0,35.0,1393.0,14:06,12:17,00:01,01:48,515:48,7.0,9.0,13.0,46.0,43.0,41.0,1.0,2.0,33:21,462:52,13.0,45.16,19.57,3.0,0.0,0.0,0.0,19:35,13.0,1.0,16.0,697.0,11:59,10:45,00:27,00:46,37:53,0.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,00:00,37:53,4.0,46.15,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,0.0,57.0,09:28,09:28,00:00,00:00,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,487500.0
225,476,Luke Glendening,8476822,/api/v1/people/8476822,41.0,C,Center,Forward,C,17,1989-04-28,32,Grand Rapids,MI,USA,USA,"5' 11""",191,True,True,False,False,R,Y,1157:29,7.0,9.0,15.0,116.0,82.0,179.0,0.0,0.0,03:00,972:33,15.0,58.7,7.8,1.0,0.0,0.0,2.0,181:56,59.0,-17.0,16.0,1804.0,14:06,11:51,02:13,00:02,,,,,,,,,,,,,,,,,,,,,799:26,9.0,6.0,20.0,67.0,54.0,68.0,0.0,0.0,05:17,663:13,20.0,60.88,9.0,1.0,0.0,0.0,0.0,130:56,57.0,3.0,15.0,1152.0,14:48,12:16,02:25,00:05,,,,,,,,,,,,,,,,,,,,,921:16,3.0,6.0,14.0,76.0,60.0,147.0,0.0,0.0,06:57,741:33,14.0,56.14,7.9,1.0,0.0,1.0,1.0,172:46,68.0,-29.0,9.0,1323.0,15:21,12:21,02:52,00:06,,1231:31,13.0,10.0,15.0,102.0,78.0,198.0,0.0,0.0,09:30,1024:50,15.0,55.66,9.8,1.0,0.0,1.0,3.0,197:11,102.0,2.0,23.0,1818.0,15:47,13:08,02:31,00:07,,910:44,8.0,11.0,17.0,88.0,69.0,137.0,1.0,1.0,05:13,718:03,17.0,58.02,12.5,2.0,0.0,2.0,3.0,187:28,83.0,-14.0,19.0,1385.0,13:11,10:24,02:43,00:04,,955:43,11.0,3.0,26.0,76.0,74.0,150.0,0.0,1.0,06:31,781:15,26.0,54.04,3.95,0.0,0.0,0.0,0.0,167:57,62.0,-10.0,14.0,1459.0,12:54,10:33,02:16,00:05,1180:48,13.0,8.0,46.0,88.0,81.0,143.0,0.0,0.0,07:42,918:41,46.0,54.57,9.09,3.0,0.0,0.0,0.0,254:25,71.0,4.0,21.0,1764.0,14:34,11:20,03:08,00:05,1207:04,6.0,12.0,34.0,104.0,82.0,147.0,1.0,1.0,11:53,918:24,34.0,51.87,11.54,2.0,0.0,0.0,0.0,276:47,73.0,5.0,18.0,1748.0,14:43,11:12,03:22,00:08,779:11,6.0,1.0,22.0,54.0,56.0,92.0,0.0,0.0,05:43,621:12,22.0,48.52,1.85,0.0,0.0,0.0,0.0,152:16,38.0,-8.0,7.0,1132.0,13:54,11:05,02:43,00:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
226,479,Adam Erne,8477454,/api/v1/people/8477454,73.0,L,Left Wing,Forward,LW,17,1995-04-20,26,New Haven,CT,USA,USA,"6' 1""",212,True,False,False,False,L,Y,1057:17,13.0,6.0,34.0,108.0,79.0,161.0,0.0,0.0,72:08,979:48,34.0,52.3,5.6,1.0,0.0,0.0,0.0,05:21,43.0,-22.0,19.0,1407.0,13:23,12:24,00:04,00:54,,,,,,,,,,,,,,,,,,,,,626:27,9.0,11.0,26.0,71.0,45.0,82.0,3.0,6.0,70:05,556:18,26.0,58.82,15.5,0.0,0.0,0.0,0.0,00:04,16.0,-1.0,20.0,803.0,13:55,12:21,00:00,01:33,,,,,,,,,,,,,,,,,,,,,661:41,3.0,2.0,28.0,63.0,56.0,142.0,0.0,0.0,48:37,610:26,28.0,60.6,3.2,0.0,0.0,0.0,0.0,02:38,25.0,-24.0,5.0,902.0,11:48,10:54,00:02,00:52,,685:38,13.0,7.0,40.0,70.0,65.0,159.0,2.0,2.0,33:01,633:22,40.0,47.82,10.0,3.0,0.0,0.0,0.0,19:15,26.0,10.0,20.0,976.0,10:32,09:44,00:17,00:30,,232:44,1.0,3.0,11.0,29.0,23.0,37.0,0.0,0.0,01:46,230:34,11.0,62.5,10.34,1.0,0.0,0.0,0.0,00:24,8.0,-1.0,4.0,335.0,10:07,10:01,00:01,00:04,,306:59,0.0,3.0,11.0,40.0,26.0,71.0,0.0,0.0,26:38,280:21,11.0,0.0,7.5,0.0,0.0,0.0,0.0,00:00,13.0,-9.0,3.0,441.0,11:48,10:46,00:00,01:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0
227,480,Jakub Vrana,8477944,/api/v1/people/8477944,15.0,L,Left Wing,Forward,LW,17,1996-02-28,25,Prague,,CZE,CZE,"6' 0""",197,True,False,False,False,L,Y,388:16,6.0,13.0,16.0,65.0,26.0,14.0,5.0,6.0,61:00,327:13,16.0,33.33,20.0,3.0,0.0,0.0,0.0,00:03,9.0,-8.0,19.0,473.0,14:56,12:35,00:00,02:20,,,,,,,,,,,,,,,,,,,,,750:21,17.0,19.0,10.0,100.0,50.0,29.0,0.0,5.0,113:10,636:31,10.0,44.44,19.0,7.0,1.0,0.0,0.0,00:40,8.0,10.0,36.0,959.0,15:00,12:43,00:00,02:15,,,,,,,,,,,,,,,,,,,,,1026:53,27.0,25.0,18.0,187.0,69.0,29.0,1.0,12.0,134:00,891:29,18.0,54.54,13.4,6.0,1.0,0.0,0.0,01:24,16.0,3.0,52.0,1232.0,14:52,12:55,00:01,01:56,,1151:18,23.0,24.0,27.0,161.0,82.0,47.0,1.0,4.0,93:17,1057:31,27.0,40.0,14.91,4.0,0.0,0.0,0.0,00:30,32.0,20.0,47.0,1415.0,14:02,12:53,00:00,01:08,,912:24,14.0,13.0,12.0,133.0,73.0,31.0,1.0,3.0,48:54,863:14,12.0,52.0,9.77,2.0,0.0,0.0,0.0,00:16,16.0,2.0,27.0,1140.0,12:29,11:49,00:00,00:40,,233:17,3.0,3.0,2.0,32.0,21.0,6.0,3.0,4.0,37:56,195:21,2.0,0.0,9.38,2.0,0.0,0.0,0.0,00:00,7.0,2.0,6.0,291.0,11:06,09:18,00:00,01:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750000.0
228,481,Dylan Larkin,8477946,/api/v1/people/8477946,71.0,C,Center,Forward,C,17,1996-07-30,24,Waterford,MI,USA,USA,"6' 1""",198,True,False,True,False,L,Y,1395:40,38.0,31.0,47.0,212.0,71.0,76.0,6.0,13.0,203:19,1156:23,47.0,52.32,14.6,4.0,3.0,0.0,1.0,35:58,28.0,-18.0,69.0,1520.0,19:39,16:17,00:30,02:51,,,,,,,,,,,,,,,,,,,,,897:42,14.0,9.0,34.0,134.0,44.0,38.0,1.0,6.0,122:08,761:39,34.0,49.45,6.7,0.0,0.0,0.0,0.0,13:55,17.0,-14.0,23.0,979.0,20:24,17:18,00:18,02:46,,,,,,,,,,,,,,,,,,,,,1508:41,34.0,19.0,39.0,223.0,71.0,52.0,5.0,14.0,229:11,1226:22,39.0,52.42,8.5,0.0,0.0,0.0,0.0,53:08,45.0,-21.0,53.0,1702.0,21:14,17:16,00:44,03:13,,1660:00,41.0,32.0,75.0,287.0,76.0,80.0,7.0,15.0,185:53,1374:25,75.0,54.5,11.15,4.0,4.0,2.0,3.0,99:42,38.0,-6.0,73.0,1973.0,21:50,18:05,01:18,02:26,,1627:10,47.0,16.0,61.0,232.0,82.0,76.0,1.0,8.0,177:35,1286:42,61.0,49.92,6.9,4.0,0.0,2.0,3.0,162:53,42.0,-9.0,63.0,2076.0,19:50,15:41,01:59,02:09,,1292:14,15.0,17.0,37.0,178.0,80.0,67.0,5.0,7.0,149:56,1115:08,37.0,45.37,9.55,1.0,0.0,1.0,1.0,27:10,22.0,-28.0,32.0,1715.0,16:09,13:56,00:20,01:52,1323:32,22.0,23.0,34.0,221.0,80.0,65.0,4.0,5.0,163:26,1151:41,34.0,41.0,10.41,5.0,0.0,0.0,0.0,08:25,25.0,11.0,45.0,1755.0,16:32,14:23,00:06,02:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6750000.0,7000000.0,4750000.0,6750000.0
229,482,Evgeny Svechnikov,8478431,/api/v1/people/8478431,37.0,R,Right Wing,Forward,RW,17,1996-10-31,24,Yuzhno-Sakhalinsk,,RUS,RUS,"6' 3""",208,True,False,False,True,L,Y,774:22,12.0,7.0,38.0,78.0,72.0,104.0,0.0,0.0,01:24,772:50,38.0,42.85,9.0,1.0,0.0,0.0,0.0,00:08,22.0,-4.0,19.0,1050.0,10:45,10:44,00:00,00:01,,,,,,,,,,,,,,,,,,,,,248:11,5.0,3.0,10.0,21.0,21.0,20.0,1.0,2.0,28:37,218:36,10.0,33.33,14.3,1.0,0.0,0.0,0.0,00:58,6.0,-3.0,8.0,329.0,11:49,10:24,00:02,01:21,,,,,,,,,,,,,,,,,,,,,33:18,0.0,0.0,2.0,7.0,4.0,5.0,0.0,0.0,02:55,30:23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,0.0,48.0,08:19,07:35,00:00,00:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123:29,2.0,2.0,8.0,15.0,14.0,15.0,0.0,0.0,00:00,123:29,8.0,20.0,13.33,0.0,0.0,0.0,0.0,00:00,6.0,-2.0,4.0,179.0,08:49,08:49,00:00,00:00,,26:17,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,00:00,26:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,0.0,0.0,43.0,13:08,13:08,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0
230,484,Filip Hronek,8479425,/api/v1/people/8479425,17.0,D,Defenseman,Defenseman,D,17,1997-11-02,23,Hradec Králové,,CZE,CZE,"6' 0""",183,True,False,False,False,R,Y,1718:06,33.0,5.0,36.0,133.0,78.0,70.0,2.0,7.0,146:50,1448:25,36.0,0.0,3.8,0.0,0.0,0.0,0.0,122:51,81.0,-29.0,38.0,1964.0,22:01,18:34,01:34,01:52,,,,,,,,,,,,,,,,,,,,,1309:37,24.0,2.0,16.0,114.0,56.0,67.0,0.0,11.0,142:29,1054:06,16.0,0.0,1.8,0.0,0.0,0.0,0.0,113:02,46.0,-18.0,26.0,1474.0,23:23,18:49,02:01,02:32,,,,,,,,,,,,,,,,,,,,,1553:14,22.0,9.0,46.0,125.0,65.0,105.0,1.0,10.0,187:07,1178:14,46.0,0.0,7.2,0.0,0.0,0.0,0.0,187:53,74.0,-38.0,31.0,1735.0,23:53,18:07,02:53,02:52,,918:12,18.0,5.0,30.0,73.0,46.0,66.0,1.0,5.0,77:11,787:20,30.0,0.0,6.85,0.0,0.0,0.0,1.0,53:41,32.0,-10.0,23.0,1201.0,19:57,17:06,01:10,01:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0
231,485,Troy Stecher,8479442,/api/v1/people/8479442,70.0,D,Defenseman,Defenseman,D,17,1994-04-07,27,Richmond,BC,CAN,CAN,"5' 10""",186,True,False,False,False,R,Y,483:23,2.0,1.0,13.0,50.0,29.0,33.0,0.0,0.0,03:35,455:27,13.0,0.0,2.0,0.0,0.0,0.0,0.0,24:21,38.0,-7.0,3.0,601.0,16:40,15:42,00:50,00:07,,,,,,,,,,,,,,,,,,,,,761:54,8.0,3.0,12.0,55.0,44.0,33.0,0.0,0.0,12:02,732:22,12.0,0.0,5.5,0.0,0.0,0.0,0.0,17:30,46.0,-13.0,11.0,954.0,17:18,16:38,00:23,00:16,,,,,,,,,,,,,,,,,,,,,1058:59,12.0,5.0,32.0,86.0,69.0,69.0,0.0,0.0,04:08,1017:03,32.0,0.0,5.8,0.0,0.0,0.0,0.0,37:48,70.0,10.0,17.0,1473.0,15:20,14:44,00:32,00:03,,1553:31,21.0,2.0,32.0,105.0,78.0,91.0,0.0,2.0,68:41,1372:46,32.0,0.0,1.9,0.0,0.0,1.0,1.0,112:04,96.0,9.0,23.0,1915.0,19:55,17:35,01:26,00:52,,1279:11,10.0,1.0,35.0,94.0,68.0,111.0,0.0,1.0,16:05,1159:57,35.0,0.0,1.06,0.0,0.0,0.0,1.0,103:09,75.0,-7.0,11.0,1628.0,18:48,17:03,01:31,00:14,,1418:30,21.0,3.0,25.0,125.0,71.0,51.0,1.0,8.0,192:51,1221:22,25.0,0.0,2.4,0.0,0.0,0.0,0.0,04:17,66.0,-16.0,24.0,1719.0,19:58,17:12,00:03,02:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,440000.0
232,486,Michael Rasmussen,8479992,/api/v1/people/8479992,27.0,C,Center,Forward,C,17,1999-04-17,22,Surrey,BC,CAN,CAN,"6' 6""",229,True,False,False,False,L,Y,1161:27,12.0,15.0,66.0,128.0,80.0,142.0,0.0,2.0,70:47,991:46,66.0,50.06,11.7,2.0,0.0,0.0,0.0,98:54,65.0,-25.0,27.0,1588.0,14:31,12:23,01:14,00:53,,,,,,,,,,,,,,,,,,,,,591:57,9.0,3.0,26.0,62.0,40.0,72.0,0.0,2.0,90:42,477:45,26.0,44.37,4.8,1.0,0.0,0.0,0.0,23:30,28.0,-5.0,12.0,774.0,14:47,11:56,00:35,02:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748:43,10.0,8.0,29.0,74.0,62.0,84.0,4.0,4.0,111:21,636:59,29.0,35.93,10.81,0.0,0.0,0.0,0.0,00:23,28.0,-8.0,18.0,1014.0,12:04,10:16,00:00,01:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
233,487,Gustav Lindstrom,8480184,/api/v1/people/8480184,28.0,D,Defenseman,Defenseman,D,17,1998-10-20,22,Ostervala,,SWE,SWE,"6' 2""",190,True,False,False,True,R,Y,1015:17,12.0,1.0,22.0,41.0,63.0,59.0,0.0,0.0,02:56,933:30,22.0,0.0,2.4,0.0,0.0,0.0,0.0,78:51,77.0,-12.0,13.0,1284.0,16:06,14:49,01:15,00:02,,,,,,,,,,,,,,,,,,,,,209:32,3.0,0.0,0.0,8.0,13.0,14.0,0.0,0.0,00:14,189:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:01,17.0,1.0,3.0,266.0,16:07,14:33,01:32,00:01,,,,,,,,,,,,,,,,,,,,,264:37,1.0,0.0,14.0,9.0,16.0,19.0,0.0,1.0,11:34,231:26,14.0,0.0,0.0,0.0,0.0,0.0,0.0,21:37,15.0,-6.0,1.0,363.0,16:32,14:27,01:21,00:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0
234,491,Brad Richardson,8470755,/api/v1/people/8470755,15.0,R,Right Wing,Forward,RW,18,1985-02-04,36,Belleville,ON,CAN,CAN,"6' 0""",190,True,False,False,False,L,Y,453:18,4.0,4.0,35.0,31.0,44.0,59.0,0.0,0.0,02:12,416:03,35.0,58.15,12.9,1.0,0.0,0.0,0.0,35:03,20.0,-1.0,8.0,682.0,10:18,09:27,00:47,00:03,,,,,,,,,,,,,,,,,,,,,208:29,3.0,1.0,4.0,18.0,17.0,14.0,0.0,0.0,00:54,167:05,4.0,51.35,5.6,1.0,0.0,0.0,0.0,40:30,9.0,0.0,4.0,297.0,12:15,09:49,02:22,00:03,,,,,,,,,,,,,,,,,,,,,805:07,5.0,6.0,20.0,76.0,59.0,77.0,0.0,0.0,02:12,651:41,20.0,53.95,7.9,3.0,0.0,1.0,2.0,151:14,44.0,1.0,11.0,1204.0,13:38,11:02,02:33,00:02,,1053:40,8.0,19.0,22.0,128.0,66.0,63.0,0.0,0.0,16:37,869:01,22.0,54.9,14.84,3.0,0.0,3.0,6.0,168:02,55.0,6.0,27.0,1549.0,15:57,13:10,02:32,00:15,,1122:17,12.0,3.0,45.0,105.0,76.0,72.0,0.0,0.0,07:02,957:15,45.0,52.06,2.86,0.0,0.0,0.0,0.0,158:00,52.0,-24.0,15.0,1700.0,14:46,12:35,02:04,00:05,,245:32,4.0,5.0,15.0,25.0,16.0,19.0,0.0,0.0,03:01,210:07,15.0,52.6,20.0,0.0,0.0,2.0,3.0,32:24,7.0,-1.0,9.0,339.0,15:20,13:07,02:01,00:11,1280:58,20.0,11.0,46.0,117.0,82.0,57.0,0.0,0.0,24:00,1119:44,46.0,54.42,9.4,3.0,0.0,0.0,0.0,137:14,53.0,8.0,31.0,1742.0,15:37,13:39,01:40,00:17,651:13,13.0,8.0,34.0,66.0,45.0,58.0,0.0,1.0,06:09,556:47,34.0,47.75,12.12,1.0,0.0,1.0,1.0,88:17,20.0,0.0,21.0,969.0,14:28,12:22,01:57,00:08,1087:48,12.0,11.0,39.0,85.0,73.0,63.0,1.0,1.0,10:06,928:07,39.0,55.17,12.94,2.0,1.0,2.0,3.0,149:35,52.0,1.0,23.0,1550.0,14:54,12:42,02:02,00:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156000.0
