,index,name,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,height,weight,alternateCaptain,captain,rookie,shootsCatches,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2021-22,height_inches
226,454,Center,1997,24,Ottawa,ON,CAN,"5' 11""",196,False,False,True,Left,988.52,22.0,15.0,24.0,65.0,66.0,25.0,0.0,1.0,93.44,847.13,24.0,44.91,23.1,1.0,0.0,1.0,1.0,47.55,28.0,-8.0,37.0,1198.0,14.58,12.5,0.43,1.25,113.02,2.0,0.0,4.0,11.0,10.0,8.0,0.0,0.0,8.23,104.39,4.0,41.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,150.0,11.18,10.27,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.43,9.43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486434.0,71
227,455,Defenseman,1996,24,Sainte-Anne-de-Bellevue,QC,CAN,"5' 11""",180,False,False,True,Left,73.31,2.0,0.0,2.0,5.0,6.0,5.0,0.0,0.0,1.11,72.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,-5.0,2.0,113.0,12.15,12.01,0.02,0.11,240.39,1.0,0.0,8.0,19.0,16.0,11.0,0.0,0.0,9.25,228.47,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,7.0,3.0,1.0,313.0,15.02,14.17,0.09,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146250.0,71
228,456,Left Wing,1997,24,Estevan,SK,CAN,"6' 2""",208,False,False,True,Left,1294.59,17.0,24.0,130.0,124.0,81.0,318.0,2.0,3.0,40.18,1048.35,130.0,41.66,19.4,5.0,1.0,1.0,1.0,206.06,64.0,2.0,41.0,1659.0,15.59,12.56,2.32,0.29,181.57,2.0,5.0,2.0,23.0,15.0,53.0,0.0,0.0,0.4,177.19,2.0,33.33,21.7,0.0,0.0,1.0,2.0,3.58,7.0,6.0,7.0,248.0,12.07,11.49,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,74
229,457,Right Wing,1997,24,Biloxi,MS,USA,"6' 2""",210,False,False,True,Right,100.59,1.0,0.0,14.0,5.0,10.0,23.0,0.0,0.0,0.15,92.38,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,4.0,-3.0,1.0,148.0,10.05,9.15,0.48,0.01,327.37,2.0,3.0,70.0,25.0,30.0,62.0,1.0,1.0,2.17,312.59,70.0,50.0,12.0,0.0,0.0,0.0,0.0,12.21,19.0,-1.0,5.0,442.0,10.55,10.25,0.24,0.04,60.22,1.0,0.0,4.0,6.0,8.0,17.0,0.0,0.0,0.0,60.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,94.0,7.32,7.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116250.0,74
230,459,Right Wing,1999,22,Vihti,Unknown,FIN,"5' 10""",191,False,False,True,Left,1007.05,12.0,11.0,16.0,151.0,75.0,176.0,1.0,6.0,135.03,868.19,16.0,0.0,7.3,1.0,0.0,0.0,0.0,3.43,45.0,-7.0,23.0,1311.0,13.25,11.34,0.02,1.48,592.17,11.0,11.0,4.0,65.0,40.0,78.0,6.0,12.0,93.39,498.26,4.0,16.66,16.9,4.0,1.0,0.0,0.0,0.12,16.0,-10.0,22.0,731.0,14.48,12.27,0.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.05,1.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,5.48,47.17,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,68.0,13.16,11.49,0.0,1.27,36.2,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.17,34.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,12.06,11.21,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450000.0,70
231,478,Left Wing,1994,26,Salem,MA,USA,"6' 4""",207,False,False,False,Left,1143.55,12.0,9.0,50.0,104.0,80.0,169.0,1.0,3.0,103.32,1004.56,50.0,22.72,8.7,0.0,0.0,0.0,0.0,35.27,67.0,-15.0,21.0,1552.0,14.17,12.33,0.26,1.17,774.18,6.0,10.0,25.0,67.0,52.0,69.0,3.0,3.0,49.0,643.08,25.0,41.17,14.9,3.0,0.0,1.0,2.0,82.1,44.0,-13.0,16.0,1018.0,14.53,12.22,1.34,0.56,796.31,14.0,16.0,28.0,90.0,58.0,109.0,1.0,1.0,40.0,730.45,28.0,11.11,17.8,3.0,0.0,0.0,0.0,25.46,32.0,13.0,30.0,1055.0,13.43,12.35,0.26,0.41,754.44,12.0,8.0,21.0,77.0,60.0,48.0,0.0,1.0,10.12,711.5,21.0,61.53,10.39,2.0,0.0,0.0,0.0,32.42,37.0,8.0,20.0,1037.0,12.34,11.51,0.32,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.5,4.0,4.0,10.0,36.0,39.0,22.0,0.0,0.0,20.2,392.37,10.0,43.59,11.11,2.0,0.0,0.0,0.0,9.53,20.0,2.0,8.0,601.0,10.5,10.04,0.15,0.31,390000.0,76
232,480,Defenseman,1996,25,Toronto,ON,CAN,"6' 1""",210,False,False,True,Left,715.13,7.0,3.0,10.0,87.0,51.0,47.0,0.0,1.0,21.17,663.2,10.0,0.0,3.4,0.0,0.0,0.0,0.0,30.36,58.0,-3.0,10.0,1030.0,14.01,13.0,0.36,0.25,347.06,1.0,1.0,8.0,47.0,24.0,26.0,0.0,0.0,1.19,320.15,8.0,0.0,2.1,0.0,0.0,0.0,0.0,25.32,20.0,-7.0,2.0,499.0,14.27,13.2,1.03,0.03,11.04,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,11.04,11.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146250.0,73
233,489,Left Wing,1988,33,Vancouver,BC,CAN,"6' 3""",231,False,False,False,Left,1005.02,11.0,10.0,84.0,95.0,82.0,209.0,2.0,3.0,92.26,911.57,84.0,55.88,10.5,0.0,0.0,0.0,0.0,0.39,22.0,-9.0,21.0,1429.0,12.15,11.07,0.0,1.07,763.11,13.0,10.0,46.0,74.0,56.0,139.0,2.0,2.0,83.19,678.29,46.0,27.27,13.5,0.0,0.0,0.0,0.0,1.23,12.0,-8.0,23.0,1023.0,13.37,12.06,0.01,1.29,906.37,12.0,8.0,54.0,83.0,68.0,198.0,5.0,8.0,103.54,802.07,54.0,43.47,9.6,1.0,0.0,0.0,0.0,0.36,20.0,-6.0,20.0,1193.0,13.19,11.47,0.0,1.31,1045.38,14.0,6.0,91.0,74.0,79.0,259.0,2.0,4.0,106.07,939.31,91.0,55.55,8.11,0.0,0.0,0.0,0.0,0.0,22.0,-9.0,20.0,1422.0,13.14,11.53,0.0,1.2,1308.46,24.0,10.0,80.0,147.0,82.0,254.0,3.0,7.0,174.54,1132.33,80.0,55.76,6.8,1.0,0.0,0.0,0.0,1.19,25.0,-12.0,34.0,1646.0,15.57,13.48,0.0,2.07,1407.15,27.0,23.0,50.0,175.0,82.0,202.0,12.0,25.0,223.57,1182.38,50.0,57.14,13.14,3.0,0.0,0.0,0.0,0.4,20.0,-3.0,50.0,1769.0,17.09,14.25,0.0,2.43,4250000.0,75
234,490,Center,1989,32,Vasteras,Unknown,SWE,"6' 0""",200,False,False,False,Left,1403.42,27.0,12.0,30.0,214.0,82.0,62.0,0.0,7.0,118.17,1119.01,30.0,50.52,5.6,1.0,0.0,0.0,0.0,166.24,27.0,16.0,39.0,1898.0,17.07,13.38,2.01,1.26,950.06,23.0,9.0,30.0,144.0,54.0,43.0,0.0,6.0,88.13,762.1,30.0,51.94,6.3,1.0,0.0,1.0,2.0,99.43,21.0,-7.0,32.0,1261.0,17.35,14.06,1.5,1.38,1256.11,29.0,16.0,26.0,157.0,70.0,44.0,3.0,10.0,98.17,1046.27,26.0,47.3,10.2,3.0,0.0,3.0,3.0,111.27,11.0,3.0,45.0,1603.0,17.56,14.56,1.35,1.24,1377.41,26.0,21.0,52.0,205.0,77.0,52.0,1.0,2.0,126.37,1143.36,52.0,49.56,10.24,4.0,1.0,1.0,2.0,107.28,26.0,34.0,47.0,1786.0,17.53,14.51,1.23,1.38,1559.53,31.0,14.0,78.0,214.0,82.0,54.0,3.0,11.0,175.25,1189.59,78.0,50.0,6.54,2.0,0.0,1.0,3.0,194.29,40.0,-21.0,45.0,1868.0,19.01,14.3,2.22,2.08,1426.05,31.0,22.0,36.0,197.0,81.0,55.0,7.0,16.0,165.41,1078.2,36.0,48.07,11.17,7.0,2.0,0.0,3.0,182.04,41.0,9.0,53.0,1914.0,17.36,13.18,2.14,2.02,5350000.0,72
235,491,Defenseman,1990,31,Winnipeg,MB,CAN,"6' 3""",210,False,False,False,Right,192.02,4.0,2.0,4.0,24.0,11.0,26.0,1.0,2.0,10.38,170.44,4.0,0.0,8.3,1.0,0.0,0.0,0.0,10.4,17.0,3.0,6.0,288.0,17.27,15.31,0.58,0.58,337.4,2.0,2.0,6.0,41.0,21.0,24.0,0.0,0.0,7.26,297.35,6.0,0.0,4.9,0.0,0.0,0.0,0.0,32.39,27.0,-1.0,4.0,486.0,16.04,14.1,1.33,0.21,538.41,5.0,2.0,16.0,57.0,33.0,52.0,0.0,0.0,0.32,498.39,16.0,0.0,3.5,0.0,0.0,0.0,0.0,39.3,54.0,-5.0,7.0,711.0,16.19,15.06,1.11,0.0,223.06,5.0,0.0,10.0,12.0,14.0,27.0,0.0,0.0,7.05,189.39,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.22,16.0,0.0,5.0,303.0,15.56,13.32,1.53,0.3,1373.16,7.0,3.0,28.0,98.0,82.0,106.0,0.0,1.0,47.19,1125.37,28.0,0.0,3.06,0.0,0.0,0.0,0.0,200.2,158.0,-11.0,10.0,1759.0,16.44,13.43,2.26,0.34,1268.19,12.0,3.0,32.0,81.0,64.0,125.0,1.0,5.0,83.0,1069.02,32.0,100.0,3.7,0.0,0.0,0.0,0.0,116.17,143.0,0.0,15.0,1705.0,19.49,16.42,1.49,1.17,750000.0,75
236,496,Left Wing,1993,27,Salem,NJ,USA,"5' 9""",165,False,False,False,Left,1523.08,75.0,40.0,26.0,262.0,82.0,10.0,6.0,25.0,241.5,1276.32,26.0,100.0,15.3,9.0,2.0,0.0,0.0,4.46,9.0,64.0,115.0,1807.0,18.34,15.34,0.03,2.56,1031.1,30.0,19.0,6.0,112.0,56.0,8.0,7.0,19.0,191.17,837.02,6.0,0.0,17.0,5.0,2.0,0.0,0.0,2.51,9.0,2.0,49.0,1225.0,18.24,14.56,0.03,3.24,1315.18,40.0,18.0,12.0,209.0,70.0,1.0,6.0,18.0,202.5,1111.34,12.0,25.0,8.6,2.0,0.0,0.0,0.0,0.54,11.0,-10.0,58.0,1550.0,18.47,15.52,0.0,2.53,1646.05,63.0,36.0,24.0,245.0,82.0,12.0,6.0,27.0,273.3,1368.31,24.0,33.33,14.69,8.0,3.0,0.0,0.0,4.04,12.0,18.0,99.0,1923.0,20.04,16.41,0.02,3.2,1553.54,60.0,24.0,26.0,227.0,80.0,16.0,3.0,24.0,283.13,1268.49,26.0,20.0,10.57,4.0,0.0,0.0,0.0,1.52,18.0,2.0,84.0,1716.0,19.25,15.51,0.01,3.32,1331.22,43.0,18.0,4.0,182.0,72.0,9.0,4.0,16.0,231.05,1098.52,4.0,0.0,9.89,3.0,1.0,0.0,0.0,1.25,14.0,-7.0,61.0,1595.0,18.29,15.15,0.01,3.12,6750000.0,69
237,498,Right Wing,1993,28,Orangeville,ON,CAN,"6' 4""",220,False,False,False,Right,398.37,1.0,3.0,29.0,55.0,41.0,78.0,0.0,0.0,2.3,396.07,29.0,25.0,5.5,0.0,0.0,0.0,0.0,0.0,5.0,-6.0,4.0,612.0,9.43,9.39,0.0,0.03,363.56,4.0,4.0,24.0,36.0,32.0,97.0,0.0,0.0,5.27,358.24,24.0,33.33,11.1,0.0,0.0,0.0,0.0,0.05,6.0,-5.0,8.0,532.0,11.22,11.12,0.0,0.1,280.54,4.0,2.0,21.0,34.0,27.0,89.0,0.0,1.0,13.54,266.56,21.0,40.0,5.9,1.0,0.0,0.0,0.0,0.04,3.0,-3.0,6.0,393.0,10.24,9.53,0.0,0.3,509.03,2.0,4.0,57.0,57.0,53.0,126.0,1.0,1.0,34.36,473.14,57.0,22.22,7.02,2.0,0.0,0.0,0.0,1.13,13.0,-7.0,6.0,814.0,9.36,8.55,0.01,0.39,769.35,7.0,7.0,42.0,117.0,71.0,172.0,2.0,3.0,102.43,666.52,42.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,10.0,1.0,14.0,1170.0,10.5,9.23,0.0,1.26,1005.55,8.0,16.0,38.0,167.0,78.0,153.0,1.0,2.0,123.04,882.19,38.0,50.0,9.58,2.0,0.0,0.0,0.0,0.32,23.0,11.0,24.0,1484.0,12.53,11.18,0.0,1.34,900000.0,76
238,500,Center,1994,26,Boden,Unknown,SWE,"6' 1""",195,False,False,False,Right,1635.29,40.0,42.0,22.0,235.0,82.0,66.0,10.0,19.0,236.39,1224.5,22.0,52.88,17.9,9.0,2.0,1.0,2.0,174.0,52.0,61.0,82.0,2077.0,19.56,14.56,2.07,2.53,1114.06,28.0,19.0,22.0,130.0,56.0,53.0,6.0,16.0,177.35,803.48,22.0,51.36,14.6,4.0,1.0,0.0,1.0,132.43,34.0,10.0,47.0,1430.0,19.53,14.21,2.22,3.1,1380.3,25.0,29.0,22.0,169.0,70.0,93.0,8.0,19.0,198.06,1035.48,22.0,49.31,17.2,7.0,1.0,0.0,0.0,146.36,41.0,-8.0,54.0,1754.0,19.43,14.47,2.05,2.49,1623.07,51.0,27.0,20.0,182.0,81.0,82.0,9.0,26.0,259.07,1178.22,20.0,54.32,14.84,5.0,0.0,1.0,4.0,185.38,39.0,30.0,78.0,2062.0,20.02,14.32,2.17,3.11,1449.19,28.0,16.0,18.0,153.0,81.0,98.0,6.0,9.0,212.16,1128.14,18.0,54.47,10.46,4.0,1.0,0.0,1.0,108.49,41.0,-8.0,44.0,1924.0,17.53,13.55,1.2,2.37,1309.03,34.0,11.0,16.0,151.0,72.0,99.0,2.0,11.0,158.47,1061.17,16.0,55.59,7.28,0.0,0.0,1.0,5.0,88.59,43.0,-2.0,45.0,1743.0,18.1,14.44,1.14,2.12,5850000.0,73
239,502,Left Wing,1996,25,Toronto,ON,CAN,"5' 10""",184,False,False,False,Left,1289.37,20.0,35.0,38.0,185.0,82.0,73.0,8.0,11.0,147.25,1036.15,38.0,38.18,18.9,8.0,0.0,2.0,3.0,105.57,32.0,20.0,55.0,1804.0,15.43,12.38,1.17,1.47,933.25,14.0,18.0,24.0,91.0,56.0,51.0,2.0,5.0,101.27,757.07,24.0,11.76,19.8,4.0,0.0,1.0,1.0,74.51,33.0,1.0,32.0,1255.0,16.4,13.31,1.2,1.48,931.4,15.0,17.0,18.0,109.0,68.0,73.0,0.0,1.0,35.06,895.36,18.0,27.9,15.6,2.0,0.0,0.0,0.0,0.58,25.0,4.0,32.0,1249.0,13.42,13.1,0.0,0.3,463.56,5.0,8.0,12.0,65.0,44.0,43.0,0.0,0.0,19.52,441.3,12.0,66.66,12.31,1.0,0.0,0.0,0.0,2.34,17.0,11.0,13.0,653.0,10.32,10.02,0.03,0.27,89.18,0.0,0.0,2.0,7.0,10.0,9.0,0.0,0.0,0.15,89.03,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,129.0,8.55,8.54,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450000.0,70
240,503,Defenseman,1997,24,Boston,MA,USA,"6' 3""",215,False,False,False,Left,1725.31,38.0,10.0,19.0,189.0,81.0,63.0,1.0,13.0,148.57,1423.59,19.0,0.0,5.3,1.0,0.0,0.0,1.0,152.35,84.0,27.0,48.0,2437.0,21.18,17.34,1.53,1.5,940.34,11.0,4.0,18.0,89.0,47.0,28.0,0.0,3.0,36.15,880.39,18.0,0.0,4.5,1.0,0.0,0.0,0.0,23.4,40.0,-2.0,15.0,1248.0,20.0,18.44,0.3,0.46,1482.0,17.0,5.0,12.0,132.0,70.0,82.0,1.0,5.0,90.53,1274.47,12.0,0.0,3.8,0.0,0.0,0.0,0.0,116.2,89.0,-12.0,22.0,1814.0,21.1,18.12,1.39,1.17,1661.52,28.0,5.0,12.0,116.0,80.0,87.0,1.0,5.0,88.05,1436.55,12.0,0.0,4.31,2.0,0.0,1.0,2.0,136.52,83.0,18.0,33.0,2075.0,20.46,17.57,1.42,1.06,1489.57,22.0,10.0,21.0,165.0,79.0,81.0,1.0,7.0,142.04,1341.18,21.0,0.0,6.06,3.0,1.0,0.0,0.0,6.35,69.0,-20.0,32.0,1861.0,18.51,16.58,0.05,1.47,1451.32,25.0,4.0,26.0,108.0,81.0,57.0,2.0,11.0,164.35,1283.52,26.0,0.0,3.7,1.0,1.0,0.0,0.0,3.05,73.0,-19.0,29.0,1785.0,17.55,15.51,0.02,2.01,4950000.0,75
241,504,Defenseman,1996,24,Malmö,Unknown,SWE,"6' 1""",214,False,False,False,Right,1859.19,46.0,4.0,28.0,152.0,82.0,63.0,2.0,19.0,231.33,1472.31,28.0,0.0,2.6,1.0,0.0,0.0,1.0,155.15,125.0,30.0,50.0,2500.0,22.4,17.57,1.53,2.49,1188.33,16.0,5.0,34.0,96.0,56.0,49.0,1.0,6.0,153.25,989.06,34.0,0.0,5.2,0.0,0.0,0.0,0.0,46.02,68.0,-9.0,21.0,1591.0,21.13,17.39,0.49,2.44,1395.3,17.0,5.0,57.0,124.0,70.0,51.0,0.0,4.0,104.05,1241.26,57.0,0.0,4.0,0.0,0.0,0.0,0.0,49.59,83.0,-7.0,22.0,1729.0,19.56,17.44,0.42,1.29,1267.07,17.0,2.0,23.0,115.0,79.0,52.0,0.0,2.0,79.1,1158.46,23.0,0.0,1.74,0.0,0.0,0.0,0.0,29.11,83.0,17.0,19.0,1639.0,16.02,14.4,0.22,1.0,154.23,0.0,0.0,4.0,8.0,10.0,2.0,0.0,0.0,15.37,136.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,10.0,-1.0,0.0,207.0,15.26,13.36,0.16,1.33,18.33,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.52,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,-1.0,0.0,23.0,18.33,16.4,0.01,1.52,4050000.0,73
242,505,Defenseman,1997,24,Stockholm,Unknown,SWE,"6' 0""",183,False,False,False,Left,1325.55,22.0,9.0,14.0,138.0,73.0,40.0,1.0,3.0,77.23,1242.16,14.0,0.0,6.5,2.0,0.0,0.0,0.0,6.16,79.0,34.0,31.0,1949.0,18.09,17.01,0.05,1.03,104.39,1.0,0.0,0.0,7.0,8.0,3.0,0.0,0.0,0.48,102.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.0,-1.0,1.0,151.0,13.04,12.52,0.06,0.06,657.55,5.0,2.0,16.0,37.0,48.0,36.0,0.0,0.0,1.32,654.36,16.0,0.0,5.4,0.0,0.0,0.0,0.0,1.47,34.0,-6.0,7.0,890.0,13.42,13.38,0.02,0.01,472.02,5.0,3.0,10.0,21.0,38.0,11.0,0.0,0.0,0.44,469.59,10.0,0.0,14.29,1.0,0.0,0.0,0.0,1.19,41.0,3.0,8.0,633.0,12.25,12.22,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,72
243,507,Center,1986,34,Spokane,WA,USA,"5' 10""",185,False,False,False,Right,857.19,12.0,10.0,8.0,72.0,75.0,38.0,0.0,0.0,5.15,722.44,8.0,55.85,13.9,2.0,0.0,0.0,1.0,129.2,38.0,-4.0,22.0,1283.0,11.25,9.38,1.43,0.04,511.18,11.0,2.0,16.0,37.0,43.0,13.0,0.0,0.0,10.1,422.21,16.0,52.04,5.4,0.0,0.0,0.0,0.0,78.47,21.0,6.0,13.0,764.0,11.53,9.49,1.49,0.14,989.14,19.0,10.0,10.0,102.0,68.0,12.0,1.0,4.0,56.17,819.33,10.0,52.32,9.8,0.0,0.0,1.0,2.0,113.24,34.0,9.0,29.0,1345.0,14.32,12.03,1.4,0.49,1118.07,25.0,13.0,24.0,103.0,81.0,19.0,2.0,7.0,136.26,824.45,24.0,58.2,12.62,1.0,0.0,0.0,4.0,156.56,19.0,21.0,38.0,1579.0,13.48,10.1,1.56,1.41,1248.29,23.0,15.0,28.0,135.0,80.0,52.0,3.0,7.0,161.4,1057.13,28.0,56.48,11.11,1.0,0.0,0.0,0.0,29.36,27.0,-15.0,38.0,1702.0,15.36,13.12,0.22,2.01,997.44,18.0,11.0,22.0,73.0,67.0,33.0,4.0,8.0,142.14,826.02,22.0,55.3,15.07,3.0,0.0,1.0,1.0,29.28,37.0,-8.0,29.0,1369.0,14.53,12.19,0.26,2.07,1250000.0,70
244,508,Center,1994,26,Prague,Unknown,CZE,"5' 11""",190,False,False,False,Left,740.35,10.0,3.0,34.0,88.0,72.0,72.0,0.0,1.0,29.4,710.55,34.0,42.85,3.4,1.0,0.0,0.0,0.0,0.0,38.0,0.0,13.0,1046.0,10.17,9.52,0.0,0.24,105.39,0.0,0.0,0.0,4.0,11.0,12.0,0.0,0.0,2.0,103.39,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,143.0,9.36,9.25,0.0,0.1,922.09,15.0,7.0,12.0,102.0,64.0,57.0,0.0,1.0,30.45,876.41,12.0,35.71,6.9,0.0,0.0,0.0,0.0,14.43,20.0,-9.0,22.0,1280.0,14.24,13.41,0.13,0.28,946.04,20.0,8.0,18.0,121.0,71.0,89.0,1.0,3.0,58.12,887.33,18.0,31.57,6.61,0.0,0.0,0.0,0.0,0.19,19.0,8.0,28.0,1311.0,13.19,12.3,0.0,0.49,376.56,8.0,4.0,16.0,36.0,33.0,37.0,0.0,0.0,17.08,359.4,16.0,42.85,11.11,0.0,0.0,0.0,0.0,0.08,18.0,2.0,12.0,523.0,11.25,10.53,0.0,0.31,26.05,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.57,25.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,41.0,13.02,12.34,0.0,0.28,146250.0,71
245,509,Left Wing,1997,23,Scottsdale,AZ,USA,"6' 2""",202,False,False,False,Left,1467.45,62.0,42.0,68.0,253.0,82.0,93.0,12.0,29.0,238.34,1226.43,68.0,46.51,16.6,6.0,0.0,0.0,0.0,2.28,20.0,57.0,104.0,1787.0,17.53,14.57,0.01,2.54,1016.45,27.0,16.0,55.0,151.0,56.0,132.0,4.0,15.0,179.27,834.09,55.0,42.85,10.6,0.0,0.0,0.0,0.0,3.09,9.0,6.0,43.0,1253.0,18.09,14.53,0.03,3.12,1263.15,38.0,23.0,74.0,188.0,69.0,122.0,5.0,19.0,195.36,1067.24,74.0,0.0,12.2,4.0,2.0,0.0,0.0,0.15,22.0,-5.0,61.0,1499.0,18.18,15.28,0.0,2.5,1407.55,43.0,34.0,62.0,207.0,80.0,104.0,11.0,24.0,255.29,1149.3,62.0,46.15,16.43,2.0,0.0,0.0,0.0,2.56,13.0,14.0,77.0,1696.0,17.35,14.22,0.02,3.11,1173.03,25.0,24.0,61.0,188.0,68.0,80.0,10.0,17.0,202.36,970.04,61.0,41.17,12.77,2.0,0.0,0.0,0.0,0.23,16.0,-1.0,49.0,1354.0,17.15,14.15,0.0,2.58,1114.14,35.0,13.0,105.0,142.0,76.0,65.0,3.0,13.0,153.41,958.57,105.0,34.78,9.15,2.0,0.0,0.0,0.0,1.36,22.0,14.0,48.0,1468.0,14.39,12.37,0.01,2.01,9000000.0,74
